epoch,step,train/loss,train/loss_s,train/loss_a,train/loss_rec,train/s_tea_std,train/s_stu_std,train/a_tea_std,train/a_stu_std,val/loss,val/loss_s,val/loss_a,val/s_tea_std,lr,epoch_s
0,1240,0.23885377964545643,0.17073619167710985,0.038407419125113876,0.4891387698871474,0.7108709589127571,0.7160141623308581,0.17847888559824035,0.17766168798890805,0.22564023826271296,0.18025637976825237,0.011484103131806478,0.8553359098732471,0.0005987653236410771,441.9
1,2480,0.2554161249990425,0.21205199133724936,0.01804726666380321,0.3434050004568792,0.9474399832948561,0.947889432839809,0.202524356399813,0.2043924948260669,0.2829922679811716,0.23113728780299425,0.034628318273462355,0.9657910577952862,0.0005912021092550808,434.0
2,3720,0.28710743873830763,0.234080654070262,0.04556476911229472,0.3024440093146217,1.044083447946656,1.0448035916013103,0.2828221175218782,0.28359540599969124,0.3139365427196026,0.2515790741890669,0.0589131866581738,1.066314309835434,0.0005769404044532857,434.0
3,4960,0.3134105138961346,0.25437632803955385,0.06257660699888103,0.2774588270893981,1.136291525921514,1.1369737880845223,0.34506668832994275,0.34593899487968416,0.35144532658159733,0.27472175378352404,0.09008922334760427,1.147223174571991,0.0005563459485982177,441.4
4,6200,0.33226307306078173,0.2696787986543871,0.07278899188724257,0.2618977903478569,1.2113358287080642,1.211778988472877,0.4002683199942112,0.4003908657979581,0.3740622363984585,0.2862868681550026,0.11409457307308912,1.212037943303585,0.0005299468835396697,450.0
5,7440,0.34047654970519003,0.28065276710737136,0.06676030665215466,0.2644363007117664,1.2823870456026447,1.2828365427832449,0.41239410516235137,0.41159625959492496,0.38116612285375595,0.29659133963286877,0.10707018105313182,1.3125893473625183,0.0004984202094932635,450.6
6,8680,0.22805654913066856,0.17550040364505784,0.044452400274214245,0.30329945688286136,1.373405640644412,1.3734399481165793,0.3618800035407466,0.3611983554257501,0.18134775571525097,0.104771189391613,0.08362611941993237,1.4251144379377365,0.0004625744234675039,450.6
7,9920,0.12166009247303008,0.07000420945846746,0.03901039107191947,0.32150686717321797,1.4982488064996657,1.498288405902924,0.35565476893417297,0.35643217010844136,0.16484878351911902,0.07349555566906929,0.11695729615166783,1.5422656685113907,0.00042332878547459113,450.9
8,11160,0.10791888066958036,0.056586061204753575,0.04174774163252404,0.3045894770372298,1.587305560131227,1.5865796443916136,0.3876511320952446,0.3883008102976507,0.18609715858474374,0.08716323901899159,0.1355746416375041,1.6087248995900154,0.00038168974424002383,451.4
9,12400,0.10186876605955823,0.05186691424478927,0.04129202226777711,0.29355839894663904,1.6441714481961343,1.6431805308788054,0.4045280371462145,0.40549751428827163,0.16496550664305687,0.05990166845731437,0.14852970140054822,1.6580511778593063,0.0003387251269702048,451.8
10,13640,0.0952087091822778,0.04722521546777458,0.03939148344159607,0.2828775121319679,1.6872775432563598,1.6862682059887917,0.4130200573513585,0.41390399860758936,0.17552515398710966,0.06610017316415906,0.15836399234831333,1.6940188705921173,0.00029553675507775824,451.9
11,14880,0.09269956150242398,0.04646011084137905,0.037468442365887665,0.2750522872493152,1.7215859570810872,1.7206047580126793,0.41709880917783704,0.4179919774013181,0.16532618692144752,0.056575401686131954,0.158715037163347,1.7256071865558624,0.00025323218813033286,451.8
12,16120,0.0865568750447804,0.042345626213617864,0.03500935944818681,0.26706568400465674,1.7504621305773336,1.7495393275253235,0.41533881964222075,0.4162261748506177,0.18192069046199322,0.0703532355837524,0.16349096037447453,1.7512415125966072,0.00021289632064524415,451.7
13,17360,0.08290096229362873,0.04031371590681374,0.03300390535244538,0.26085293134374005,1.7760112309648144,1.7751692480617953,0.4136264048036068,0.41461091704906955,0.1691230866126716,0.05932396894786507,0.16234774235635996,1.7752100601792336,0.00017556356012606055,451.2
14,18600,0.07867855527888863,0.03757711564070515,0.03136461756432489,0.2541913045149657,1.7963081203160747,1.7954391318944192,0.41075275643698633,0.41169692417306286,0.16909451223909855,0.058017883566208184,0.16539144655689597,1.7900117337703705,0.00014219129983138212,451.6
15,19840,0.07516622903246072,0.03520938330329955,0.03007090942062918,0.24921390797582366,1.8121798909479572,1.8113371041513258,0.4076340440300203,0.4084982259138938,0.15785652864724398,0.04810648562852293,0.16312868800014257,1.8068379312753677,0.000113635366562817,451.5
16,21080,0.07243651433156863,0.03343246984295547,0.02893614056520164,0.24535974029812121,1.8264796020523195,1.825722728044756,0.4047079314147272,0.4057551694973823,0.16216587601229548,0.05421250709332526,0.1605771272443235,1.8235924616456032,9.062807311010255e-05,451.7
17,22320,0.07102656108176997,0.03283017440699041,0.027960797855930943,0.24215987514584295,1.8372758028007323,1.8364503072154137,0.40091687962412836,0.40178129399015056,0.18240573024377227,0.0745710781775415,0.16078636655583978,1.8304762169718742,7.37594381952386e-05,451.9
18,23560,0.06922911464747401,0.031660510449399874,0.027212126799408466,0.2396254037897433,1.8462149601790212,1.8453485890742272,0.3978147717733537,0.3987980637579195,0.16272673523053527,0.05538993328809738,0.1587379379197955,1.8401492610573769,6.346205552746759e-05,452.2
19,24800,0.06779741605503424,0.030641482044912634,0.026738030343286454,0.23786918226509324,1.853752988384616,1.853034795099689,0.395725255267274,0.3965979763096379,0.1691795256920159,0.06176276912447065,0.1596753867343068,1.8514510691165924,5.9999999999999995e-05,452.1
