epoch,step,train/loss,train/loss_s,train/loss_a,train/loss_rec,train/s_tea_std,train/s_stu_std,train/a_tea_std,train/a_stu_std,val/loss,val/loss_s,val/loss_a,val/s_tea_std,lr,epoch_s
0,620,0.20442196234099327,0.16655148440791714,0.07574095656614631,0.0,0.6213126885794824,0.6290491454062923,0.23952774232433688,0.24102748668482227,0.13985451823100448,0.12507192930206656,0.029565178730990738,0.7161238230764866,0.0005999675081269299,231.6
1,1240,0.12405503836850966,0.10697535325682932,0.03415937051777878,0.0,0.808685978478001,0.8120588728497106,0.31450780589253674,0.32034590744203134,0.13568629184737802,0.11580089060589671,0.039770804811269045,0.8425664603710175,0.0005987653236410771,227.9
2,1860,0.1601906653854155,0.13763064838224842,0.04512003445697407,0.0,0.8907068635186841,0.8916245137491534,0.35611296113460295,0.35917214871414244,0.18977083824574947,0.1688002236187458,0.0419412333285436,0.9038897417485714,0.0005958372564669624,227.9
3,2480,0.18935906120365667,0.1745718778621766,0.0295743670975489,0.0,0.9382864005142643,0.938442000939,0.29172086857499613,0.29056158986303116,0.19110896065831184,0.17874577455222607,0.02472637384198606,0.9387078285217285,0.0005912021092550808,227.5
4,3100,0.1823412597179413,0.16991837005461416,0.02484578010475924,0.0,0.9631725782348264,0.9632507242502705,0.25857346615483684,0.259849684012513,0.18727255426347256,0.17326429765671492,0.028016515774652362,0.9637643285095692,0.0005848896467095281,227.6
5,3720,0.18266462924018984,0.16843184893650393,0.02846556128032746,0.0,0.987213011999284,0.9873209635096212,0.26731049072357915,0.26834810770327044,0.19260954577475786,0.17622848693281412,0.03276212001219392,0.9873186871409416,0.0005769404044532857,227.6
6,4340,0.18881953010155308,0.17181284273824385,0.03401337484979341,0.0,1.0104314227258004,1.010765397260266,0.27827557897375477,0.2793266944827572,0.20008334796875715,0.18142735678702593,0.0373119794530794,1.0140310004353523,0.0005674054287277653,227.6
7,4960,0.19397299051765474,0.17482177144096744,0.038302439397140856,0.0,1.0366863010391112,1.0370999293942604,0.2891552939530342,0.2898497126756176,0.2061068108305335,0.18469048757106066,0.042832647217437625,1.0408645197749138,0.0005563459485982177,228.1
8,5580,0.20350458198978055,0.1826172940192684,0.041774576367630115,0.0,1.0646423409062047,1.0651791059201763,0.3008702667009446,0.3016059413071602,0.22344944812357426,0.1983024887740612,0.050293921027332544,1.070511668920517,0.0005438329827698623,227.6
9,6200,0.21669876037105437,0.1939814268100646,0.045434668546001755,0.0,1.0923954361869443,1.0928505418762084,0.3156501410468932,0.31599860792198486,0.23393750376999378,0.20758130121976137,0.05271240579895675,1.0959963202476501,0.0005299468835396697,229.9
10,6820,0.22085001723420236,0.19773911922689408,0.04622179692190501,0.0,1.116668136081388,1.1169951415831043,0.32383684011236313,0.3242217050444695,0.22930529806762934,0.20011786464601755,0.05837486870586872,1.1180848479270935,0.0005147768208122567,232.8
11,7440,0.22224139273166657,0.19901185840848953,0.04645906986608621,0.0,1.1393055127513023,1.1395561579735047,0.3305839745748428,0.3307917948211393,0.2407095953822136,0.20878427103161812,0.06385065149515867,1.1398578807711601,0.0004984202094932635,234.5
12,8060,0.22436207133916117,0.20090645527647388,0.04691123353137124,0.0,1.160401847477882,1.1604482125851416,0.3391098775690602,0.3392219623250346,0.24986382480710745,0.21587106306105852,0.0679855237249285,1.1582126840949059,0.00048098208393731296,235.2
13,8680,0.23242692449881183,0.20902916399701948,0.0467955224155899,0.0,1.1769963850898126,1.1769383392026347,0.34778463451131697,0.3479800191617781,0.2590304194018245,0.22139358147978783,0.07527367514558136,1.17344468832016,0.0004625744234675039,236.7
14,9300,0.24145112162636173,0.21830086674421065,0.04630051157287052,0.0,1.18921022722798,1.1890805580923633,0.3557465430228941,0.3558037875640777,0.2805493585765362,0.24046424124389887,0.08017023373395205,1.1843028888106346,0.0004433154332976087,238.0
15,9920,0.24438391532148085,0.22169811619866278,0.04537160018038365,0.0,1.2013672909428996,1.2011935962784674,0.36145564101396066,0.3614960546935758,0.27473329566419125,0.23219368234276772,0.08507921732962132,1.1995164155960083,0.00042332878547459113,237.8
16,10540,0.23763024597879379,0.2157025431673373,0.04385540665638062,0.0,1.216390198853708,1.2163404132089308,0.36552792542403745,0.36540287795566745,0.2687930762767792,0.2239972362294793,0.08959168614819646,1.2137505039572716,0.0004027428247157204,238.9
17,11160,0.2299691091862417,0.2088683106966557,0.042201597958562834,0.0,1.2287516618928602,1.2284513613870067,0.36851582310853465,0.36853755116462705,0.27112130261957645,0.22404688224196434,0.09414884727448225,1.2246703281998634,0.00038168974424002383,238.4
18,11780,0.23137055861373101,0.21073977425694465,0.04126156903202495,0.0,1.238302404457523,1.237914833714885,0.3736630945917099,0.3736171868058943,0.2700130147859454,0.22023070324212313,0.09956462075933814,1.2328922897577286,0.0003603047368865,238.4
19,12400,0.22953544263878176,0.20947588963374014,0.04011910631050987,0.0,1.2463613633186585,1.24584827884551,0.3775244471526915,0.37733518687948103,0.27467817068099976,0.22382428497076035,0.10170777142047882,1.2385931983590126,0.0003387251269702048,238.6
20,13020,0.22166694558916553,0.20239024647781925,0.038553398781486094,0.0,1.2515884933933135,1.251263019538695,0.3804534915954836,0.38035429245041263,0.2704576104879379,0.21820484194904566,0.10450554126873612,1.247368410229683,0.0003170894884510125,225.7
21,13640,0.21719562478603854,0.19844379360156675,0.03750366224276443,0.0,1.2562037644847748,1.2556941957243026,0.38362378386720536,0.3835515558238952,0.2651017867028713,0.21056658029556274,0.109070407692343,1.2469367682933807,0.00029553675507775824,232.0
22,14260,0.20941188294560678,0.19133412876436787,0.03615550879509218,0.0,1.2601078604498217,1.259652022200246,0.38519935838637814,0.3849830369795522,0.26116228848695755,0.20576883107423782,0.11078691482543945,1.252046026289463,0.0002742053282219776,237.1
23,14880,0.20100415094244864,0.18388269868108534,0.03424290533387853,0.0,1.2631958123176328,1.2628190828907875,0.38434375043838254,0.38425741339883496,0.25557769648730755,0.19993685651570559,0.11128168227151036,1.2536891102790833,0.00025323218813033286,239.4
24,15500,0.1959954871045005,0.17956742317445817,0.032856128103430235,0.0,1.2631775109998642,1.2627708515813274,0.3850658375890024,0.38501046314354864,0.24705100618302822,0.19049178808927536,0.11311843665316701,1.252197228372097,0.00023275201430281476,239.7
